50																																																	
-19	-11	5	10	-2	0	14	4	3	9	5	14	-2	7	-9	-8	5	11	11	4	2	4	20	-8	4	5	-9	-3	8	7	17	0	18	-3	-15	18	-9	20	5	19	-5	17	18	4	-2	7	-18	14	-5	-19
-3	-19	-8	-13	-3	19	-13	15	-18	-17	-2	7	-9	6	19	-4	-2	-19	8	-11	14	-2	16	-10	-2	-11	-6	14	-2	16	-14	2	0	-7	15	-11	-13	1	12	6	17	-17	7	2	17	-15	18	2	-5	1
11	-9	-8	-11	10	0	-5	-19	12	8	17	6	-5	15	-12	18	11	2	-16	16	14	11	-11	-14	-18	13	-6	-11	-16	3	-7	10	13	0	15	-17	-2	-11	6	7	20	-5	-4	-8	-3	-13	-16	3	-19	0
4	18	-17	-9	3	6	19	-1	10	-8	6	-1	18	6	20	-2	-17	2	18	15	6	10	13	-15	11	6	-12	-10	12	-11	11	0	3	-13	0	5	3	-11	1	14	3	19	-1	-3	6	5	9	16	-3	-12
3	5	13	-18	8	18	9	14	13	-2	5	10	-7	11	-13	2	-5	-4	16	14	-12	12	20	-18	9	-19	18	18	-2	-6	8	-17	1	-17	-8	0	-10	-4	0	18	-11	20	-14	14	-17	12	-9	8	12	7
19	5	-11	-13	7	-11	10	-15	15	13	11	-8	4	3	-4	20	15	12	-10	6	6	16	-16	-19	6	13	19	14	18	-15	-3	19	-15	-7	16	11	0	15	-1	16	-18	-8	-17	5	-16	-3	-17	-15	-11	17
-6	14	-8	5	5	3	-19	-16	-11	5	12	-6	0	11	16	1	-19	-4	-4	-18	-15	-5	-11	-1	17	-9	8	12	-13	15	1	15	0	-6	-18	17	6	0	-5	-14	2	-7	2	-9	3	8	-9	11	10	1
-15	-4	-11	10	-15	-18	-12	13	16	-17	0	-4	13	-11	-15	17	4	-12	-3	12	-5	8	16	-13	-10	-17	-1	-3	-18	20	4	-12	6	9	0	-7	-16	16	0	-5	10	-9	-2	-19	-17	-8	4	-1	3	18
0	8	-19	14	-14	8	7	-12	-9	13	12	16	-4	-6	7	13	14	-3	19	-13	-11	-12	14	8	7	18	13	-1	-4	5	-7	2	5	2	-19	-7	-2	-9	3	0	-1	20	14	11	-16	-6	14	16	-14	-8
4	-19	-10	-8	-2	6	14	-13	10	-11	-5	-15	14	15	-19	-11	-7	-17	-15	-1	-1	-4	0	2	14	10	4	-15	4	16	10	-14	14	-16	-10	-12	14	-5	-17	-10	0	-13	1	-5	12	-5	13	11	-14	16
4	-3	-8	6	-13	-9	18	-10	-11	-5	-15	4	14	-11	3	-3	-4	-1	-11	17	-17	-10	-6	-16	17	10	-14	-10	9	-10	14	5	6	20	11	10	6	-10	-12	-18	-10	0	14	-18	11	-19	-13	0	7	18
-9	3	-8	0	-9	5	-16	-2	-12	-2	16	-3	10	-6	17	7	16	19	-16	-10	-2	6	11	12	-9	-11	-13	14	19	10	1	-15	11	1	-7	17	-5	-7	3	13	-13	-7	0	-4	-4	9	-8	-5	6	0
6	-13	19	-5	17	12	-12	-6	16	15	-10	-12	-15	-6	-12	4	8	11	-14	-3	15	15	-15	7	10	12	-1	-11	-8	-9	12	-3	-17	14	19	10	-3	14	-12	9	-14	5	1	0	4	19	-17	-6	3	2
18	-5	11	-3	18	-16	9	-18	3	15	-5	-11	-3	-2	-14	12	-4	20	-12	9	-2	-11	20	19	-6	2	13	9	-16	-8	4	-14	-14	-12	10	-11	20	13	8	-13	18	18	11	6	0	-8	-1	-6	13	-6
-1	14	-14	20	-8	-13	-10	0	20	18	16	19	-13	-17	20	20	-14	-5	2	-3	-10	17	11	-13	-14	7	-5	-3	-3	-10	-4	-11	15	1	10	1	18	5	-15	12	-18	17	0	13	13	0	-8	-12	2	8
-14	-9	12	12	-17	14	19	-12	1	17	1	-16	-16	3	-7	5	-2	5	7	8	-11	14	16	-18	-11	5	-5	-10	13	17	20	-17	-2	-11	5	-4	17	-13	-18	-17	-5	-15	15	18	-13	5	0	2	-12	14
11	15	-8	1	2	-12	-11	15	15	-8	6	-17	17	17	-18	19	-12	-5	-14	-15	-10	-10	0	-11	-6	6	10	-9	17	1	-2	-2	11	11	20	13	-18	12	14	-19	-1	2	1	-13	-14	20	6	0	1	11
20	11	14	-15	-18	-10	17	-1	12	-4	3	15	-16	13	-6	-15	9	8	18	12	11	2	14	-16	-17	16	7	-6	0	-5	-5	13	20	-4	14	12	12	-10	-16	18	0	20	9	16	-2	1	11	-2	0	1
0	-15	-4	3	-16	-14	19	19	15	13	-4	-18	12	2	13	8	-7	17	-16	-13	11	-2	-2	-16	5	12	13	20	-12	-16	-9	-11	18	-11	-2	-1	3	2	5	-8	-10	0	-4	-11	-2	-18	18	16	-7	0
